 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
95,"Young Dumb & Broke - Recorded At The Colosseum, Caesars Palace, Las Vegas","Elton John, Khalid",146,3B,53,2021-02-03,03:49,36,"glam rock, mellow gold, piano rock, rock, pop, pop r&b","Rock, Pop","Spotify Singles",2018-12-12,83,20,0,47,10,10,-7,C♯/D♭,4,28rT3OwXdw4VF1MPYIk1P6,"EMI",GBUM71807644,no
96,"Bang A Gong (Get It On)","U2, Elton John",124,10B,78,2021-02-03,04:26,32,"rock, glam rock, mellow gold, piano rock","Rock","Bang A Gong (Get It On)",2020-09-04,73,5,0,64,0,10,-4,D,4,53D3QRrXV0vyy2PSXAhuxG,"Universal-Island Records Ltd.",GBUM72000628,no
97,"Light Is Faster Than Sound","Big Brother & The Holding Company, Janis Joplin",140,7B,65,2021-02-05,02:33,17,"psychedelic rock, acid rock, classic rock","Rock","Big Brother & The Holding Company",1967-00-00,36,12,1,29,0,20,-11,F,4,7yHKwqVaPTRjBfx4ijXHwS,"Columbia/Legacy",USSM16601324,no
98,"Women Is Losers","Big Brother & The Holding Company, Janis Joplin",137,8B,57,2021-02-11,02:05,25,"psychedelic rock, acid rock, classic rock","Rock","Big Brother & The Holding Company",1967-00-00,56,23,0,72,0,10,-8,C,4,17jKybtnI3cORPYawoXiMG,"Columbia/Legacy",USSM16601325,no
99,"Piece of My Heart","Big Brother & The Holding Company, Janis Joplin",161,12B,73,2021-02-15,04:13,70,"psychedelic rock, acid rock, classic rock","Rock","Cheap Thrills",1968-08-12,44,26,0,57,10,10,-8,E,4,1xKQbqQtQWrtQS47fUJBtl,"Columbia/Legacy",USSM16800982,no
100,"As Good As You've Been to This World","Janis Joplin",104,5A,74,2021-02-24,05:25,36,"classic rock, acid rock, psychedelic rock","Rock","I Got Dem Ol' Kozmic Blues Again Mama!",1969-09-11,65,28,24,73,0,0,-9,C minor,4,0BlhdiMCG3coa1l0q03WLp,"Columbia/Legacy",USSM16900949,no
101,"Kozmic Blues","Janis Joplin",177,9B,62,2021-03-17,04:20,57,"classic rock, acid rock, psychedelic rock","Rock","I Got Dem Ol' Kozmic Blues Again Mama!",1969-09-11,34,74,27,50,0,60,-8,G,3,7eYYxblNEZKKeTT0HBQbXO,"Columbia/Legacy",USSM16900951,no
102,"不意打ち","物語シリーズ",120,8B,9,2021-03-18,02:03,9,"anime, j-pop","Pop","Onimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,98,95,22,49,30,20,-22,C,4,6OtBatfUqxNUGMdoyCIXmL,"Aniplex Inc.",JPE301400378,no
103,"昔語り","物語シリーズ",78,8A,58,2021-03-18,02:53,18,"anime, j-pop","Pop","Onimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,68,65,93,10,0,10,-7,A minor,4,0wmKqYbY6tv8BYiTVDMF97,"Aniplex Inc.",JPE301400379,no
104,"はなむけ","物語シリーズ",74,10B,10,2021-03-18,06:00,21,"anime, j-pop","Pop","Onimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,63,97,66,10,0,10,-20,D,4,726G3DCdPFKztEXNclyqXb,"Aniplex Inc.",JPE301400390,no
105,"「ろくでもない、鬼の物語が」","物語シリーズ",74,7B,24,2021-03-18,03:14,13,"anime, j-pop","Pop","Onimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,66,99,91,15,0,10,-21,F,4,39gdIRulLYejVyDPC2drCw,"Aniplex Inc.",JPE301400391,no
106,"Wild Thing","The Troggs",204,11B,66,2021-03-18,02:35,65,"proto-punk","Rock","From Nowhere",1966-07-25,45,74,3,76,0,10,-13,A,4,7jGzYUZ2Bgg8BDfYlQRfn8,"UMC (Universal Music Catalogue)",GBF086600001,no
107,"Evil","The Troggs",124,10B,47,2021-03-18,03:16,16,"proto-punk","Rock","From Nowhere",1966-07-25,66,83,0,83,0,0,-11,D,4,12uBuOlR7pJRX23eyrwrhd,"UMC (Universal Music Catalogue)",GBUM71501155,no
108,"Versus","Sawano Hiroyuki",100,9A,82,2021-03-18,03:46,3,"anime, soundtrack","Pop, Classical, Easy Listening","映画「彼岸島」オリジナル・サウンドトラック",2010-01-06,54,0,92,23,0,20,-10,E minor,4,0NfcglqFLXUibds1YOnfwM,"EMI MUSIC JAPAN INC.",JPTO00902772,no
109,"the moment to decide - Gt. ver.","Sawano Hiroyuki",122,8B,14,2021-03-18,01:05,3,"anime, soundtrack","Pop, Classical, Easy Listening","映画「彼岸島」オリジナル・サウンドトラック",2010-01-06,39,47,93,14,0,10,-17,C,4,4EytqSBlrR3FKYZmQexoRh,"EMI MUSIC JAPAN INC.",JPTO00902784,no
110,"one-sided love","Sawano Hiroyuki",108,8B,3,2021-03-19,02:02,4,"anime, soundtrack","Pop, Classical, Easy Listening","映画「彼岸島」オリジナル・サウンドトラック",2010-01-06,54,99,96,23,0,0,-24,C,3,6P24JmRJH0bPKhVLzvagjT,"EMI MUSIC JAPAN INC.",JPTO00902791,no
111,"run away","Sawano Hiroyuki",125,3B,81,2021-03-19,02:12,1,"anime, soundtrack","Pop, Classical, Easy Listening","映画「彼岸島」オリジナル・サウンドトラック",2010-01-06,68,0,79,61,0,0,-12,C♯/D♭,4,0f68Zli8j6FYdukb7hUTYv,"EMI MUSIC JAPAN INC.",JPTO00902797,no
112,"Darling I'm a Mess","Sabrina Carpenter",90,7B,48,2021-03-20,02:59,43,"pop","Pop","Eyes Wide Open",2015-04-10,55,67,0,47,0,10,-7,F,4,6rdKHwxWa9aqWyoGf1r20v,"Hollywood Records",USHR11435921,no
113,"Tiptoe","Imagine Dragons",120,2B,82,2021-03-23,03:14,53,"modern rock, pop, rock","Rock, Pop","Night Visions",2012-09-04,53,0,0,25,0,0,-6,F#/G♭,4,7lBPn6LpIvbvAihTRvBMig,"Kid Ina Korner / Interscope",USUM71208576,no
114,"Nothing Left To Say / Rocks - Medley","Imagine Dragons",108,8B,79,2021-03-24,08:57,48,"modern rock, pop, rock","Rock, Pop","Night Visions",2012-09-04,27,12,0,6,0,50,-7,C,4,300tML2o8yHO4WrDtG2gxO,"Kid Ina Korner / Interscope",USUM71208578,no
115,"Move Over","Janis Joplin",133,8B,50,2021-03-25,03:43,55,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,71,19,1,92,0,0,-10,C,4,2bD9x9kN4wYyVoyckeqlLk,"Columbia/Legacy",USSM17000784,no
116,"Half Moon","Janis Joplin",120,8B,56,2021-03-25,03:53,39,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,67,52,0,63,0,0,-12,C,4,2bD8JWzDBOnSeUcsjVU2SD,"Columbia/Legacy",USSM17000787,no
117,"Mercedes Benz","Janis Joplin",87,5A,11,2021-03-25,01:47,58,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,70,94,0,52,50,0,-15,C minor,4,1MntHPLU1T7a9W4tojbg8g,"Columbia/Legacy",USSM10408486,no
118,"Move Over - Alternate Version","Janis Joplin",130,10B,73,2021-03-25,04:25,30,"classic rock, acid rock, psychedelic rock","Rock","Pearl (Legacy Edition)",1971-01-11,67,2,0,92,0,0,-9,D,4,6NgV2dH50o1HIoEwxHRu3X,"Columbia/Legacy",USSM10408488,no
119,"宿敵","物語シリーズ",127,6B,16,2021-03-30,02:40,17,"anime, j-pop","Pop","Hanamonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,27,97,84,4,0,0,-15,A#/B♭,4,39dHJ149WjnIsFfxt3h4uT,"Aniplex Inc.",JPE301400835,no
120,"肉奉行","物語シリーズ",120,5B,9,2021-03-30,02:36,10,"anime, j-pop","Pop","Hanamonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,60,99,96,10,0,10,-16,D#/E♭,4,1YUAkgQwDRHzcggnjK1QuE,"Aniplex Inc.",JPE301400840,no
121,"卒業","物語シリーズ",120,8B,19,2021-03-30,03:19,14,"anime, j-pop","Pop","Hanamonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,43,96,96,4,0,10,-13,C,4,6DTCmm6JcdXEZTACv9LwhX,"Aniplex Inc.",JPE301401034,no
122,"It's Too Late","The Troggs",155,4A,88,2021-03-31,02:09,9,"proto-punk","Rock","Trogglodynamite",1967-02-10,71,48,8,42,10,0,-8,F minor,4,0NaZvtMNwFf8ISSfH8Zco3,"UMC (Universal Music Catalogue)",GBUM71905495,no
123,"No. 10 Downing Street","The Troggs",96,8B,84,2021-03-31,02:17,4,"proto-punk","Rock","Trogglodynamite",1967-02-10,80,37,0,49,0,60,-8,C,4,6iB7peeTu36vp3aUhuiugg,"UMC (Universal Music Catalogue)",GBUM71905498,no
124,"@-2-期!!","Sawano Hiroyuki",160,11B,90,2021-04-01,04:37,5,"anime, soundtrack","Pop, Classical, Easy Listening","「戦国BASARA弐」音楽絵巻 弐 ～乱世、再び！～",2010-09-01,51,0,50,21,10,0,-7,A,4,1x1aiiJkgZqKfIBXtu6391,"FlyingDog",JPG751000514,no
125,"CR■SC∃NT","Sawano Hiroyuki",100,10A,95,2021-04-01,02:41,13,"anime, soundtrack","Pop, Classical, Easy Listening","「戦国BASARA弐」音楽絵巻 弐 ～乱世、再び！～",2010-09-01,60,0,0,49,10,10,-2,B minor,4,4LQiwnSrHQUINcOeF6Fynz,"FlyingDog",JPG751000517,no
126,"Luster.[Dream-Luck REMIX]","Sawano Hiroyuki",140,7A,62,2021-04-19,03:05,3,"anime, soundtrack","Pop, Classical, Easy Listening","「戦国BASARA弐」音楽絵巻 弐 ～乱世、再び！～",2010-09-01,31,12,92,8,0,10,-10,D minor,4,3PBjwOtZdk56pv43q6ooWZ,"FlyingDog",JPG751000525,no
127,"B∀TTL∃field＄","Sawano Hiroyuki",98,9A,99,2021-04-21,03:23,8,"anime, soundtrack","Pop, Classical, Easy Listening","「戦国BASARA弐」音楽絵巻 弐 ～乱世、再び！～",2010-09-01,53,0,85,41,10,20,-3,E minor,4,6Sec8FUeUkOzpg4pMV00Ra,"FlyingDog",JPG751000527,no
128,"Round And Round","Imagine Dragons",142,5A,86,2021-06-11,03:16,45,"modern rock, pop, rock","Rock, Pop","Night Visions (Deluxe)",2012-09-04,46,0,0,48,0,20,-4,C minor,4,079yVkBuqjli0R21W0kis3,"Kid Ina Korner / Interscope",USUM71201075,no
129,"Cry Baby (with The Full Tilt Boogie Band)","Janis Joplin, The Full Tilt Boogie Band",168,8B,47,2021-06-15,04:02,11,"classic rock, acid rock, psychedelic rock","Rock","Janis",1974-10-18,38,47,2,46,0,0,-9,C,3,2pQLTVf5oFhglG4aphD1Fj,"Columbia/Legacy",USSM10411870,no
130,"深窓の令嬢","物語シリーズ",144,12B,19,2021-06-15,02:40,34,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,77,98,96,12,20,0,-18,E,4,4494490z9AMSppihNjo8DS,"Aniplex Inc.",JPE301103662,no
131,"クラスメイト","物語シリーズ",100,8B,28,2021-06-16,02:42,30,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,55,89,96,31,0,10,-16,C,3,5K25ey1FmwV3D17K1jHr4z,"Aniplex Inc.",JPE301103665,no
132,"表裏","物語シリーズ",162,5A,53,2021-06-17,01:46,24,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,41,30,88,16,0,0,-16,C minor,3,5jrIk6jLrhvscjgPH3b31Z,"Aniplex Inc.",JPE301001709,no
133,"次回、ひたぎクラブ","物語シリーズ",128,12B,33,2021-06-20,00:53,14,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,58,71,69,19,0,10,-10,E,4,1CJjHgDXHKlPnz7knG3AU3,"Aniplex Inc.",JPE301103671,no
134,"日曜日","物語シリーズ",100,10B,9,2021-06-21,02:41,22,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,75,99,77,44,10,10,-16,D,4,5Fb3KJvSQPSX2C48lDhNpE,"Aniplex Inc.",JPE301103682,no
135,"次回、まよいマイマイ","物語シリーズ",175,5B,34,2021-06-22,00:49,10,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,53,66,80,13,20,10,-12,D#/E♭,3,2TzWrLgCCoULkJyNtbTALF,"Aniplex Inc.",JPE301103692,no
136,"バカロリート","物語シリーズ",90,10B,77,2021-06-27,03:18,19,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,82,54,77,73,0,10,-9,D,4,6xPWgCq1NRKZ0xH8Kwt2K8,"Aniplex Inc.",JPE301001706,no
137,"「戦場ヶ原先輩」","物語シリーズ",180,1B,26,2021-06-29,02:24,22,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,37,98,91,43,0,10,-14,B,4,6IsyNroSVJWfbivY0oP7Hy,"Aniplex Inc.",JPE301103696,no
138,"次回、なでこスネイク","物語シリーズ",121,12B,39,2021-07-01,00:37,11,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,75,71,87,71,0,10,-12,E,4,4VOgJXMUiZwRI6APS5jw4j,"Aniplex Inc.",JPE301103701,no
139,"「私、嘘なんかついたことがないもの」","物語シリーズ",100,11B,26,2021-07-01,01:55,19,"anime, j-pop","Pop","Bakemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,66,99,86,12,0,10,-16,A,4,6DPgFiWEdWEP5pv8ID3YZ0,"Aniplex Inc.",JPE301103706,no
140,"Fear→Sorrow","Sawano Hiroyuki",112,6A,17,2021-07-07,02:22,17,"anime, soundtrack","Pop, Classical, Easy Listening","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 1",2010-09-09,17,16,91,9,0,40,-20,G minor,3,4yyVvCLWV07SMRKpFwKP5x,"SUNRISE Music Label",JPP301000080,no
141,"red strand","Cö shu Nie",117,3A,92,2021-07-11,04:00,0,"anime, j-rock, j-pop","Pop, Rock","red strand",2020-03-27,39,3,0,46,10,20,-4,A#/B♭ minor,3,6yjLhRYtb11cL6q3LrIYKa,"Sony Music Labels Inc.",JPU902000306,no
142,"FLARE","Cö shu Nie",95,2B,95,2021-07-11,02:34,21,"anime, j-rock, j-pop","Pop, Rock","FLARE",2020-07-08,42,0,0,21,0,30,-3,F#/G♭,4,6tHruFkXsmVU3rT1vdWMnU,"Sony Music Labels Inc.",JPU902001528,no
143,"Release","Imagine Dragons",138,7A,40,2021-07-24,02:28,39,"modern rock, pop, rock","Rock, Pop","Smoke + Mirrors (Deluxe)",2015-10-23,38,86,0,41,0,10,-11,D minor,5,5EHNEWKaB4DMMOOWsZxP7W,"Kid Ina Korner / Interscope",USUM71417942,no
144,"Warriors","Imagine Dragons",78,9A,85,2021-07-24,02:50,54,"modern rock, pop, rock","Rock, Pop","Smoke + Mirrors (Deluxe)",2015-10-23,37,10,0,31,0,20,-6,E minor,4,6Q2JimwoGgG5W9HdmH1hmq,"Kid Ina Korner / Interscope",USUM71414163,no
145,"happy bite","物語シリーズ",132,5B,93,2021-07-26,04:11,27,"anime, j-pop","Pop","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,77,15,0,84,0,10,-3,D#/E♭,4,6yVfuJ83Jeuni0VdTrgEfW,"Aniplex Inc.",JPE301302929,no
146,"僕達の戦い","物語シリーズ",132,5B,18,2021-07-28,02:29,11,"anime, j-pop","Pop","Kabukimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,54,84,86,28,0,0,-11,D#/E♭,4,7pRVCUp0ABYiclpdXWkBDH,"Aniplex Inc.",JPE301303016,no
147,"What you doing here","The Troggs",181,11B,23,2021-07-28,04:31,1,"proto-punk","Rock","Au",1989-00-00,29,42,22,33,0,0,-17,A,4,3xoEHLjNtULsAYkNYNozec,"New Rose",DESK99290203,no
148,"Too Late To Say","Sawano Hiroyuki",136,8B,40,2021-07-29,05:22,20,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 Plugless",2011-00-00,61,82,0,28,0,10,-9,C,4,3hDZB1OzBcY90s3ArH9lNI,"Aniplex Inc.",JPE301301940,no
149,"Call me later <nZk Plugless>","Sawano Hiroyuki",133,10A,49,2021-07-29,03:23,30,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 Plugless",2011-00-00,61,76,0,41,0,20,-6,B minor,3,34rd41XWCNb0Pz2UgkZrAt,"Aniplex Inc.",JPE301301943,no
150,"Me & Creed <Slow Ver>","Sawano Hiroyuki",74,9B,23,2021-07-29,04:55,14,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 Plugless",2011-00-00,34,79,0,23,0,20,-8,G,3,4XDVjxG0RvLVfBhF8B1z2G,"Aniplex Inc.",JPE301301946,no
151,"Next To Me","Imagine Dragons",170,10B,67,2021-08-01,03:50,72,"modern rock, pop, rock","Rock, Pop","Evolve",2017-06-23,30,28,0,38,0,0,-4,D,3,31VOknKjFrEX47bZXzqcoF,"Kid Ina Korner / Interscope",USUM71704654,no
152,"Believer","Imagine Dragons",125,3A,78,2021-08-02,03:24,89,"modern rock, pop, rock","Rock, Pop","Evolve",2017-06-23,78,6,0,67,10,0,-4,A#/B♭ minor,4,0pqnGHJpmpxLKifKRmU6WP,"Kid Ina Korner / Interscope",USUM71700626,no
153,"fast love","物語シリーズ",131,2B,97,2021-08-03,04:36,30,"anime, j-pop","Pop","Koimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,60,4,0,80,0,30,-4,F#/G♭,4,65n4b5SWZNXnxnoTakRxv4,"Aniplex Inc.",JPE301400435,no
154,"怠け者の節句働き","物語シリーズ",160,5B,5,2021-08-03,02:31,12,"anime, j-pop","Pop","Koimonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,81,97,92,77,0,0,-17,D#/E♭,3,1fmZ8y6VCAxyPurlx736Bc,"Aniplex Inc.",JPE301400437,no
155,"66 5 4 3 2 1","The Troggs",140,12B,72,2021-08-05,02:33,22,"proto-punk","Rock","Hit Single Anthology",1991-04-29,75,21,84,97,10,0,-11,E,4,6tIRhA06e2fjMpYJMNv71L,"UMC (Universal Music Catalogue)",GBF080300502,no
156,"The man who is in great request","Sawano Hiroyuki",110,7B,63,2021-08-07,03:23,0,"anime, soundtrack","Pop, Classical, Easy Listening","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,64,9,31,45,10,10,-7,F,4,2tG92ZrPY52aeZZdI5gwJA,"VAP",JPVP00801607,no
157,"mjyu","Sawano Hiroyuki",76,8B,64,2021-08-07,02:57,0,"anime, soundtrack","Pop, Classical, Easy Listening","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,67,40,95,92,0,0,-9,C,4,2n1WFAMEHaBzRvylhfoCgl,"VAP",JPVP00801619,no
158,"モノクローム <soundtrack version>","Sawano Hiroyuki",66,9B,39,2021-08-07,02:31,0,"anime, soundtrack","Pop, Classical, Easy Listening","日本テレビ系火曜ドラマ「貧乏男子」オリジナル・サウンドトラック",2008-02-27,17,74,1,28,0,10,-8,G,4,2zgCIU0i6yGFTigvu0qlRw,"VAP",JPVP00801621,no
159,"Clouds (with Sabrina Carpenter)","Fin Argus, Sabrina Carpenter",95,10B,63,2021-08-08,03:05,47,"pop","Pop","CLOUDS (Music From The Disney+ Original Movie)",2020-10-16,58,57,0,38,0,10,-8,D,4,0nCfCedKIf6EjWFt55AXum,"Wayfarer Studios/Interscope Records",USUG12003837,no
160,"Zero - From the Original Motion Picture  Ralph Breaks The Internet ","Imagine Dragons",90,2B,66,2021-08-09,03:30,69,"modern rock, pop, rock","Rock, Pop","Origins (Deluxe)",2018-11-09,64,0,0,25,0,10,-8,F#/G♭,4,2bzitsPcImYC6DZWvvLCQi,"Kid Ina Korner / Interscope",USWD11890242,no
161,"Stuck","Imagine Dragons",115,7B,48,2021-08-10,03:10,52,"modern rock, pop, rock","Rock, Pop","Origins (Deluxe)",2018-11-09,62,26,0,25,0,20,-8,F,4,5Z9SQPYU95S6M1vcbLsDt2,"Kid Ina Korner / Interscope",USUM71816166,no
162,"perfect slumbers","物語シリーズ",80,9A,54,2021-08-12,04:27,36,"anime, j-pop","Pop","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,55,22,0,32,0,10,-7,E minor,4,1Wvx6tl0nI8GOYAS2tDplu,"Aniplex Inc.",JPE301300181,no
163,"恋かもしれない何かの話","物語シリーズ",112,9B,9,2021-08-12,01:38,10,"anime, j-pop","Pop","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,88,98,92,94,10,10,-20,G,4,4dGdytdo8Z2U4ehNeDFk3N,"Aniplex Inc.",JPE301300082,no
164,"ロケット作り","物語シリーズ",182,10B,50,2021-08-12,01:32,7,"anime, j-pop","Pop","Nekomonogatari (Kuro) Gekihanongakushu [Original Soundtrack]",2018-11-02,61,20,88,84,0,10,-12,D,4,6UU8q3Q2GqpNLAA5N2F2hB,"Aniplex Inc.",JPE301300084,no
165,"BPF1","Sawano Hiroyuki",66,9A,6,2021-08-15,03:00,28,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 京都不浄王篇 オリジナル・サウンドトラック",2011-00-00,33,99,90,4,0,10,-25,E minor,5,6fFZYxGeVX7fvjv36yaKFN,"Aniplex Inc.",JPE301601182,no
166,"Alien - Acoustic","Sabrina Carpenter, Jonas Blue",81,3A,33,2021-08-20,03:24,33,"pop, tropical house","Pop, Electronic","Alien (Acoustic)",2018-05-11,40,91,0,58,0,10,-7,A#/B♭ minor,1,6VDRCKWp49mhQhrvAeI5QT,"Hollywood Records",USHR11838472,no
167,"Sue Me - A Cappella","Sabrina Carpenter",69,7B,31,2021-08-20,03:22,36,"pop","Pop","Sue Me (A Cappella)",2019-03-22,40,88,0,50,0,10,-10,F,4,1GlBABlFOcIIlSEYcnOP3b,"Hollywood Records",USHR11939072,no
168,"chocolate insomnia","物語シリーズ",162,8B,92,2021-08-21,04:39,28,"anime, j-pop","Pop","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,48,0,0,69,0,0,-4,C,4,1ku2LBifRZrAvPx7yJdWfJ,"Aniplex Inc.",JPE301302699,no
169,"女子同士","物語シリーズ",99,9B,12,2021-08-22,01:12,13,"anime, j-pop","Pop","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,63,10,2,30,0,10,-13,G,3,4Gf6u1OHRFkJ4KHLVoT82U,"Aniplex Inc.",JPE301302811,no
170,"「ただいま」","物語シリーズ",94,5B,19,2021-08-22,02:10,18,"anime, j-pop","Pop","Nekomonogatari (Shiro) Gekihanongakushu [Original Soundtrack]",2018-11-02,70,93,83,30,0,10,-15,D#/E♭,4,4PCuKnoGDYqFMcrtmj8Iit,"Aniplex Inc.",JPE301302818,no
171,"The Lazy Song","Bruno Mars",175,1A,71,2021-08-26,03:09,84,"dance pop, pop","Electronic, Pop","Doo-Wops & Hooligans",2010-05-11,79,30,0,96,0,10,-5,G#/A♭ minor,4,386RUes7n1uM1yfzgeUuwp,"Elektra (NEK)",USAT21001886,no
172,"Talking to the Moon - Acoustic Piano","Bruno Mars",147,12B,33,2021-08-26,03:37,61,"dance pop, pop","Electronic, Pop","Doo-Wops & Hooligans",2010-05-11,36,86,0,21,0,10,-6,E,4,6YKT5HoPwjTwhHiCNQsBMK,"Elektra (NEK)",USAT21001777,no
173,"I Bet My Life - Riot Games Remix","Imagine Dragons",108,3B,60,2021-09-01,03:30,34,"modern rock, pop, rock","Rock, Pop","I Bet My Life (Riot Games Remix)",2014-09-18,50,49,0,20,0,20,-9,C♯/D♭,4,3bz7aRHigA8TVOYcMt3SG7,"Kid Ina Korner / Interscope",USUM71501169,no
174,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",169,8A,79,2021-09-03,04:03,79,"rap, hip hop, pittsburgh rap, pop rap, southern hip hop, trap, modern rock, pop, rock, modern alternative rock, stomp pop, conscious hip hop, trap soul","Hip Hop, Rock, Pop, R&B","Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors)",2016-06-24,50,26,0,74,30,60,-4,A minor,4,4dASQiO1Eoo3RJvt74FtXB,"Atlantic Records",USAT21601893,yes
175,"Believer (feat. Lil Wayne)","Imagine Dragons, Lil Wayne",94,3A,84,2021-09-04,03:39,64,"modern rock, pop, rock, rap, hip hop","Hip Hop, Rock, Pop","Believer (feat. Lil Wayne)",2019-01-07,49,6,0,76,20,0,-4,A#/B♭ minor,3,2sU9EjevkrU9OkPZudvFNN,"Kid Ina Korner / Interscope",USUM71900149,no
176,"二言目","物語シリーズ",132,12B,85,2021-09-08,04:25,36,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,67,17,0,54,0,10,-5,E,4,1D1oqJGlRiSL5zbPcNGFud,"Aniplex Inc.",JPE301201201,no
177,"魔手","物語シリーズ",148,3A,87,2021-09-10,01:43,8,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,58,2,89,96,0,10,-8,A#/B♭ minor,4,3fQOAGBQwKHAl6DyfOcWgr,"Aniplex Inc.",JPE301201210,no
178,"次回、かれんビー（戦場ヶ原ひたぎver.）","物語シリーズ",130,12B,42,2021-09-11,00:54,9,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,57,58,83,39,0,20,-11,E,4,3IQMWbOWxn59RtrWlkeAxA,"Aniplex Inc.",JPE301201215,no
179,"不吉","物語シリーズ",56,12B,10,2021-09-15,02:13,21,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,46,94,92,23,0,10,-14,E,4,2hrzcuv7UxGsE59JPQq2i1,"Aniplex Inc.",JPE301201486,no
180,"怪異の王","物語シリーズ",97,10A,37,2021-09-15,01:34,17,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,68,92,0,83,0,0,-8,B minor,4,0hBODQftRJHWOjVfseckmq,"Aniplex Inc.",JPE301201490,no
181,"「兄ちゃん。あとは、任せた」","物語シリーズ",98,9A,23,2021-09-17,02:29,21,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,79,96,89,26,10,10,-10,E minor,4,0W0UvxxIZRyFOjYP1vRtsQ,"Aniplex Inc.",JPE301201664,no
182,"「プラチナむかつく」","物語シリーズ",172,2B,30,2021-09-18,01:35,23,"anime, j-pop","Pop","Nisemonogatari Gekihanongakushu (Original Soundtrack)",2018-11-02,68,99,91,34,0,10,-15,F#/G♭,4,1mzGbxScvBkIooUfgh6qcP,"Aniplex Inc.",JPE301202033,no
183,"With a Girl Like You (Rerecorded)","The Troggs",117,9B,95,2021-09-21,02:15,2,"proto-punk","Rock","Wild Thing - The Best of the Troggs (Rerecorded Version)",2002-03-01,80,34,0,74,0,0,-11,G,4,2JtPcAwLfe2jQmPbZhmySV,"K-Tel",USDEI9503579,no
