 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
736,"One Last Thing","Mac Miller",101,11B,77,2026-08-08,02:58,0,"hip hop, pittsburgh rap, rap","","Blue Slide Park",2011-11-08,38,54,0,22,0,10,-7,A,4,46q96jI1CtrudZstpWALGg,"Rostrum Records",USQY51145590,yes
737,"Desperado","Mac Miller",179,1A,90,2026-08-08,04:00,0,"hip hop, pittsburgh rap, rap","","Macadelic",2012-03-23,38,15,0,21,50,10,-5,G#/A♭ minor,4,4i2yWXvlZzrlsAZaUu6SSs,"Rostrum Records",USA2P1829653,yes
738,"Loud","Mac Miller",140,3B,87,2026-08-08,02:50,3,"hip hop, pittsburgh rap, rap","","Macadelic",2012-03-23,64,0,0,25,0,30,-4,C♯/D♭,4,2m9fyiIA1ADsjZTG9qcnQI,"Rostrum Records",USQY51268310,yes
739,"Vitamins","Mac Miller",140,10B,74,2026-08-08,03:03,0,"hip hop, pittsburgh rap, rap","","Macadelic",2012-03-23,65,49,0,49,0,30,-3,D,4,1Kxn9I2iOvUFLlTZgzmEyM,"Rostrum Records",USA2P1829655,yes
740,"Ignorant (feat. Cam'ron)","Mac Miller, Cam'ron",134,12B,73,2026-08-08,03:33,0,"hip hop, pittsburgh rap, rap, east coast hip hop","","Macadelic",2012-03-23,73,6,0,46,10,30,-7,E,4,529RPWaWNlqffX6XcCm931,"Rostrum Records",USA2P1829659,yes
741,"Angels (When She Shuts Her Eyes)","Mac Miller",140,1B,73,2026-08-08,03:23,0,"hip hop, pittsburgh rap, rap","","Macadelic",2012-03-23,53,16,0,22,20,50,-6,B,4,71flhSOiY29hIZWdMiKOD7,"Rostrum Records",USA2P1829661,yes
742,"Sunlight (feat. Iman Omari)","Mac Miller, Iman Omari",94,3A,79,2026-08-08,02:45,0,"hip hop, pittsburgh rap, rap, indie r&b, alternative r&b","","Macadelic",2012-03-23,79,54,0,90,20,30,-6,A#/B♭ minor,4,7g9GUBX7TiAF2Zj3lxTde0,"Rostrum Records",USA2P1829662,yes
743,"Avian","Mac Miller",75,9B,69,2026-08-08,03:16,0,"hip hop, pittsburgh rap, rap","","Watching Movies with the Sound Off",2013-06-18,55,27,0,26,10,10,-7,G,4,5DNcUb4m3jC8Knkz0t42a2,"Rostrum Records",USQY51374452,yes
744,"I’m Not Real (feat. Earl Sweatshirt)","Mac Miller, Earl Sweatshirt",152,3B,69,2026-08-08,03:23,0,"hip hop, pittsburgh rap, rap, experimental hip hop, alternative hip hop","","Watching Movies with the Sound Off",2013-06-18,47,40,0,74,10,60,-6,C♯/D♭,4,1ntksaOoxI4D6hAVjESIuJ,"Rostrum Records",USQY51374453,yes
745,"S.D.S.","Mac Miller",187,3B,87,2026-08-08,03:04,0,"hip hop, pittsburgh rap, rap","","Watching Movies with the Sound Off",2013-06-18,35,23,0,29,40,10,-5,C♯/D♭,4,5iNKdxZ7j9Gge9kbifOsni,"Rostrum Records",USQY51365493,yes
746,"Red Dot Music (feat. Action Bronson)","Mac Miller, Action Bronson",149,4A,69,2026-08-08,06:07,1,"hip hop, pittsburgh rap, rap, east coast hip hop","","Watching Movies with the Sound Off",2013-06-18,54,16,0,28,40,10,-7,F minor,4,3G8xKBPsOgViF0V9ffwozx,"Rostrum Records",USQY51374458,yes
747,"Suplexes Inside of Complexes and Duplexes","Mac Miller",80,6A,75,2026-08-08,02:47,0,"hip hop, pittsburgh rap, rap","","Watching Movies with the Sound Off",2013-06-18,41,82,0,47,50,10,-7,G minor,4,2R8dXjdGLvOQAqYgpQXBtl,"Rostrum Records",USQY51374461,yes
748,"Someone Like You","Mac Miller",135,10B,60,2026-08-08,04:16,0,"hip hop, pittsburgh rap, rap","","Watching Movies with the Sound Off",2013-06-18,63,5,0,6,10,10,-5,D,4,6x68G4xQBgQDQ5AQ6L6TsL,"Rostrum Records",USQY51374463,yes
749,"Life","Mac Miller",122,11B,37,2026-08-08,03:15,0,"hip hop, pittsburgh rap, rap","","Live From Space",2013-12-17,49,68,0,9,10,0,-12,A,4,35lY1zWGnrFvtckGe0p9fw,"Rostrum Records",USQY51401789,yes
750,"Doors","Mac Miller",134,7A,18,2026-08-08,01:18,58,"hip hop, pittsburgh rap, rap","","GO:OD AM",2015-09-18,50,92,0,22,0,30,-15,D minor,4,0cDvVjiJ8iKCYcypWJ71ay,"Warner Records",USWB11508638,yes
751,"Brand Name","Mac Miller",148,8A,71,2026-08-08,05:02,61,"hip hop, pittsburgh rap, rap","","GO:OD AM",2015-09-18,39,6,0,40,0,0,-5,A minor,4,6ulzLZnp6Y2TVLh1inckeJ,"Warner Records",USWB11508639,yes
752,"Time Flies (feat. Lil B)","Mac Miller, Lil B",80,8A,81,2026-08-08,02:53,51,"hip hop, pittsburgh rap, rap","","GO:OD AM",2015-09-18,53,59,0,72,30,30,-5,A minor,4,613sTvP8USXm8SEKWsqCuv,"Warner Records",USWB11508642,yes
753,"Cut the Check (feat. Chief Keef)","Mac Miller, Chief Keef",100,3B,74,2026-08-08,02:50,51,"hip hop, pittsburgh rap, rap, chicago drill, drill","","GO:OD AM",2015-09-18,83,6,0,52,20,20,-7,C♯/D♭,4,6U1ueRYXTjFHuJ9Ld2LBIW,"Warner Records",USWB11508649,yes
754,"Jump","Mac Miller",133,4A,78,2026-08-08,04:39,56,"hip hop, pittsburgh rap, rap","","GO:OD AM",2015-09-18,65,6,0,30,0,70,-7,F minor,4,7uhniEFBcLsYD4W92E0Nx2,"Warner Records",USWB11508651,yes
755,"Best Day Ever","Mac Miller",175,11B,57,2026-08-08,02:39,1,"hip hop, pittsburgh rap, rap","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,22,4,0,7,0,20,-5,A,4,1sVJY4n3fJOcrSiTA8oAos,"Rostrum Records",QZ3GT1600013,yes
756,"I'll Be There (feat. Phonte)","Mac Miller, Phonte",83,4B,75,2026-08-08,03:11,0,"hip hop, pittsburgh rap, rap, neo soul","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,77,15,0,71,0,0,-6,G#/A♭,4,3P46ih3fvfw4HFT3JNwsbW,"Rostrum Records",QZ3GT1600002,yes
757,"Wear My Hat","Mac Miller",76,2A,68,2026-08-08,04:00,0,"hip hop, pittsburgh rap, rap","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,84,33,0,87,0,10,-4,D#/E♭ minor,4,3V5fxttRJa9YwMMBkTsJXE,"Rostrum Records",QZ3GT1600003,yes
758,"All Around the World","Mac Miller",151,3B,93,2026-08-08,03:41,0,"hip hop, pittsburgh rap, rap","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,47,1,0,40,20,0,-4,C♯/D♭,4,7bxgIBgSak9aSWtkvWR0fe,"Rostrum Records",QZ3GT1600005,yes
759,"She Said","Mac Miller",179,11B,86,2026-08-08,02:46,0,"hip hop, pittsburgh rap, rap","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,50,5,0,52,30,20,-4,A,4,2Vn7N7WhRDs72oFliqZ3Gl,"Rostrum Records",QZ3GT1600009,yes
760,"BDE Bonus","Mac Miller",182,11B,50,2026-08-08,04:03,2,"hip hop, pittsburgh rap, rap","","Best Day Ever (5th Anniversary Remastered Edition)",2016-06-03,53,52,0,32,10,0,-9,A,4,4Pafh2Ndd9O4NgO53rqJxI,"Rostrum Records",USQY51493355,yes
761,"Skin","Mac Miller",120,4A,59,2026-08-08,04:47,65,"hip hop, pittsburgh rap, rap","","The Divine Feminine",2016-09-16,61,53,0,48,0,10,-7,F minor,4,1eDS8ii1utvj0PjfQLrDb4,"Warner Records",USWB11601436,yes
762,"Cinderella (feat. Ty Dolla $ign)","Mac Miller, Ty Dolla $ign",140,1A,53,2026-08-08,08:00,93,"hip hop, pittsburgh rap, rap, trap soul","","The Divine Feminine",2016-09-16,55,24,0,24,0,30,-7,G#/A♭ minor,4,2lpygKqzPFtItQ4ss3cgfb,"Warner Records",USWB11601437,yes
763,"We (feat. CeeLo Green)","Mac Miller, CeeLo Green",139,2A,64,2026-08-08,05:19,68,"hip hop, pittsburgh rap, rap, atl hip hop, pop rap","","The Divine Feminine",2016-09-16,64,79,5,60,0,10,-9,D#/E♭ minor,4,4k5UZm89ZX0YAHUp55zpt9,"Warner Records",USWB11601440,yes
764,"My Favorite Part","Mac Miller, Ariana Grande",95,2B,33,2026-08-08,03:36,74,"hip hop, pittsburgh rap, rap, pop","Pop","The Divine Feminine",2016-09-16,86,63,0,72,0,10,-7,F#/G♭,4,66wkCYWlXzSTQAfnsPBptt,"Warner Records",USWB11601441,no
765,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)","Mac Miller, Kendrick Lamar",96,10B,41,2026-08-08,08:20,66,"hip hop, pittsburgh rap, rap, west coast hip hop","","The Divine Feminine",2016-09-16,47,33,0,14,10,10,-12,D,4,6hzbRKhJHo6cfCHSnNaDS8,"Warner Records",USWB11601442,yes
766,"Hurt Feelings","Mac Miller",158,4B,46,2026-08-08,04:05,70,"hip hop, pittsburgh rap, rap","","Swimming",2018-08-03,69,34,0,33,10,10,-8,G#/A♭,4,5p7GiBZNL1afJJDUrOA6C8,"Warner Records",USWB11801212,yes
767,"Perfecto","Mac Miller",148,3B,32,2026-08-08,03:35,63,"hip hop, pittsburgh rap, rap","","Swimming",2018-08-03,60,75,0,20,10,10,-11,C♯/D♭,4,0Xcy81PsJCOO6mhLZaQyQ4,"Warner Records",USWB11801214,yes
768,"Conversation Pt. 1","Mac Miller",145,11A,47,2026-08-08,03:30,61,"hip hop, pittsburgh rap, rap","","Swimming",2018-08-03,79,64,0,26,10,10,-10,F#/G♭ minor,4,1oFEAWvPHP5TdSlmIs77sV,"Warner Records",USWB11801218,yes
769,"Jet Fuel","Mac Miller",120,6A,56,2026-08-08,05:45,70,"hip hop, pittsburgh rap, rap","","Swimming",2018-08-03,79,54,0,28,0,10,-10,G minor,4,2JmFRXaJrkAUD2cs6U20KG,"Warner Records",USWB11801220,yes
770,"Woods","Mac Miller",85,8B,36,2026-08-08,04:46,50,"hip hop, pittsburgh rap, rap","","Circles (Deluxe)",2020-03-19,78,14,21,46,0,10,-11,C,4,0SyY4pnirW6dDPMe32izRb,"Warner Records",USWB11801015,no
771,"Surf","Mac Miller",147,12A,18,2026-08-08,05:30,49,"hip hop, pittsburgh rap, rap","","Circles (Deluxe)",2020-03-19,83,75,7,23,10,10,-13,C♯/D♭ minor,4,3m9St7c9tpJwNYN2adNESk,"Warner Records",USWB11801016,no
772,"Inside Outside","Mac Miller",114,8B,75,2026-08-08,01:53,54,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,69,8,0,38,0,20,-6,C,4,2EFqMCOdTTkcFYHoJH21Jr,"Warner Records",USWB12103310,yes
773,"Here We Go","Mac Miller",75,11A,87,2026-08-08,02:47,55,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,49,2,0,55,40,30,-5,F#/G♭ minor,4,40dlJFdqfm8CayhmmS9UB7,"Warner Records",USWB12103311,yes
774,"It Just Doesn’t Matter","Mac Miller",97,1A,69,2026-08-08,03:36,49,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,58,45,0,78,10,20,-7,G#/A♭ minor,4,1ijgY6IDvx5TwwfidroUsj,"Warner Records",USWB12103316,yes
775,"Happy Birthday","Mac Miller",86,10A,67,2026-08-08,02:48,50,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,66,0,0,39,0,10,-5,B minor,4,7ni2QpeyhKLJIb18IJTBHc,"Warner Records",USWB12103319,yes
776,"Wedding","Mac Miller",133,3B,65,2026-08-08,03:49,53,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,48,72,0,35,30,30,-7,C♯/D♭,1,3fDmodv1uclXZZu27E0jz8,"Warner Records",USWB12103320,yes
777,"Ave Maria","Mac Miller",170,4A,76,2026-08-08,02:55,50,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,43,8,0,65,20,10,-5,F minor,4,7dZ3m1rCWupPB1H7gVpkdk,"Warner Records",USWB12100097,yes
778,"55","Mac Miller",132,8B,55,2026-08-08,00:52,46,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,46,51,49,24,0,10,-8,C,4,1wufHXu9vAHISfC9RLAdyj,"Warner Records",USWB12103322,no
779,"San Francisco","Mac Miller",78,8B,59,2026-08-08,02:44,48,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,59,18,0,19,40,10,-7,C,4,1Zq90puHPQ0NyVkla8SS9V,"Warner Records",USWB12100099,yes
780,"Uber (feat. Mike Jones)","Mac Miller, Mike Jones",170,4A,74,2026-08-08,04:31,47,"hip hop, pittsburgh rap, rap, southern hip hop, crunk","","Faces",2021-10-15,54,39,0,62,30,10,-6,F minor,4,0BJU3HPSwhJEg6xvXOgCBr,"Warner Records",USWB12103324,yes
781,"Apparition","Mac Miller",75,11B,62,2026-08-08,03:28,47,"hip hop, pittsburgh rap, rap","","Faces",2021-10-15,68,12,0,27,30,20,-7,A,4,3FGzWMNxijMddusQq4qF0q,"Warner Records",USWB12103326,yes
782,"New Faces v2 (feat. Earl Sweatshirt and Da$h)","Mac Miller, Earl Sweatshirt, Da$H",110,12A,60,2026-08-08,05:27,57,"hip hop, pittsburgh rap, rap, experimental hip hop, alternative hip hop, underground hip hop, cloud rap","","Faces",2021-10-15,48,5,0,24,30,40,-6,C♯/D♭ minor,3,2vl4TbiGkdTqD4UXnqTDhp,"Warner Records",USWB12100102,yes
783,"People Under The Stairs","Mac Miller",87,2B,93,2026-08-08,01:36,0,"hip hop, pittsburgh rap, rap","","I Love Life, Thank You",2022-07-22,62,16,0,57,30,0,-4,F#/G♭,4,4eVXCp16ydaQq9yugTAykp,"Rostrum Records",USA2P2212490,yes
784,"Willie Dynamite","Mac Miller",85,4A,92,2026-08-08,03:28,0,"hip hop, pittsburgh rap, rap","","I Love Life, Thank You",2022-07-22,64,27,0,68,30,10,-4,F minor,4,1ehM9rIvZQXwoFFeunlgQn,"Rostrum Records",USA2P2212491,yes
785,"Pranks 4 Players (feat. Sir Michael Rocks)","Mac Miller, Sir Michael Rocks",81,8B,74,2026-08-08,03:03,0,"hip hop, pittsburgh rap, rap, soul flow, underground hip hop","","I Love Life, Thank You",2022-07-22,74,56,0,78,20,10,-5,C,4,6qTUyVWe0o7oOBjKrt2kNH,"Rostrum Records",USA2P2212494,yes
786,"Cold Feet","Mac Miller",133,12A,76,2026-08-08,01:35,0,"hip hop, pittsburgh rap, rap","","I Love Life, Thank You",2022-07-22,65,3,16,62,30,60,-5,C♯/D♭ minor,5,7D8alj4NhAf4a1msf3uFP5,"Rostrum Records",USA2P2212495,yes
787,"Boom Bap Rap (feat. The Come Up)","Mac Miller, The Come Up",110,1A,83,2026-08-08,03:26,0,"hip hop, pittsburgh rap, rap, rap rock","","I Love Life, Thank You",2022-07-22,69,57,0,53,20,10,-5,G#/A♭ minor,4,7heqvN003PlMiy7IlnVn9y,"Rostrum Records",USA2P2212498,yes
788,"All That (feat. Bun B)","Mac Miller, Bun B",86,11A,66,2026-08-08,03:16,0,"hip hop, pittsburgh rap, rap, southern hip hop","","I Love Life, Thank You",2022-07-22,61,36,0,38,20,10,-5,F#/G♭ minor,4,5w8PL2MankfhH1Q7krIOSw,"Rostrum Records",USA2P2212500,yes
789,"On And On","Mac Miller",148,11B,74,2026-08-08,03:10,0,"hip hop, pittsburgh rap, rap","","On And On And Beyond",2011-03-29,63,4,0,75,0,20,-8,A,4,1vwcKpoU1ig2eRflEGeVpt,"Rostrum Records",USA2P1137249,no
790,"Another Night","Mac Miller",81,3B,58,2026-08-08,02:56,0,"hip hop, pittsburgh rap, rap","","On And On And Beyond",2011-03-29,61,61,0,57,0,0,-8,C♯/D♭,4,6CwP9PyItNK7Ey1gGBegXW,"Rostrum Records",USA2P1134285,yes
791,"S.D.S.","Mac Miller",93,3B,86,2026-08-08,03:19,0,"hip hop, pittsburgh rap, rap","","S.D.S.",2013-04-23,59,25,0,35,30,10,-5,C♯/D♭,4,4I0pz87xGkY4Bw0KHvKdaJ,"Rostrum Records",USQY51365493,yes
792,"Buttons","Mac Miller",75,9B,71,2026-08-08,03:48,64,"hip hop, pittsburgh rap, rap","","Buttons",2018-05-29,58,44,0,52,10,20,-5,G,4,0ZBchpb4CLk5Qqu3895Etp,"Warner Records",USWB11801054,yes
793,"Therapy pt. 2 [Feat. Mac Miller]","Robert Glasper, Mac Miller",164,3B,89,2026-08-08,03:22,42,"neo soul, jazz rap, hip hop, pittsburgh rap, rap","","Therapy pt. 2 [Feat. Mac Miller]",2022-10-10,59,9,0,76,40,20,-6,C♯/D♭,4,5dNQ0AsPitoIQSRbsXKKwE,"Loma Vista Recordings",USC4R2224480,yes
794,"Until Then","Smoke DZA, Pete Rock, Mac Miller",155,8A,83,2026-08-08,05:29,5,"alternative hip hop, harlem hip hop, underground hip hop, jazz rap, east coast hip hop, boom bap, hip hop, pittsburgh rap, rap","","Don't Smoke Rock",2016-12-02,50,9,0,59,40,10,-7,A minor,4,7gcYtIYqNSgmeu8NpCRyh6,"Babygrande Records, Inc.",QM4TW1678903,yes
795,"21 & Over","Statik Selektah, Sean Price, Mac Miller",90,11A,75,2026-08-08,02:47,35,"boom bap, east coast hip hop, underground hip hop, hardcore hip hop, hip hop, pittsburgh rap, rap","","Extended Play",2013-06-18,63,4,0,38,20,10,-6,F#/G♭ minor,4,2GzcSJ4sCf1kaon4Z8hA5e,"Showoff Records/Duck Down Music Inc.",US6YF1300018,yes
796,"Dat Sound Good (feat. Ab-Soul, Mac Miller)","PRhyme, Ab-Soul, Mac Miller",92,3B,82,2026-08-08,03:31,35,"alternative hip hop, detroit hip hop, conscious hip hop, hip hop, rap, underground hip hop, pittsburgh rap","","PRhyme",2014-12-09,63,8,0,89,30,20,-2,C♯/D♭,4,4n6Q2UgFMuOTzysE52PJt4,"PRhyme",QMLD61400028,yes
797,"HD (feat. Mac Miller)","Choo Jackson, Mac Miller",91,12A,75,2026-08-08,04:05,43,"pittsburgh rap, hip hop, rap","","Broken Hearts Make Money",2015-01-15,66,11,0,61,20,30,-5,C♯/D♭ minor,4,0dxruuhJVbsSyLNkqW1Fsc,"Foreverkool Records",USLD91701059,yes
798,"How To Make It In America","YG, Mac Miller",95,10A,47,2026-08-08,03:12,0,"","","4 Hunnid Degreez",2012-03-26,88,1,0,80,30,0,-10,B minor,4,1Ta6TwHjsGq23WpO6XdNby,"YG",TLREW2231760,yes
799,"Drank & Smoke","French Montana, Mac Miller",148,10A,52,2026-08-08,03:29,37,"hip hop, pop rap, rap, southern hip hop, trap, pittsburgh rap","","Coke Boys 3",2012-04-13,59,22,0,62,30,40,-11,B minor,4,4gWMYFF5m6xemtGoXHqdPj,"Zaine Records",USUYG1340654,yes
800,"Aquaberry Dolphin (feat. Mac Miller)","Riff Raff, Mac Miller",164,9B,62,2026-08-08,02:14,32,"hip hop, pittsburgh rap, rap","","Neon Icon",2014-06-24,80,0,0,13,10,60,-6,G,4,7lMwZhbLJfgXqc5KWboGwp,"Mad Decent.",QMCE31400028,yes
801,"Lost Boys","Sir Michael Rocks, Mac Miller, Trinidad James",160,3B,57,2026-08-08,05:39,0,"soul flow, underground hip hop, hip hop, pittsburgh rap, rap","","Banco",2014-07-29,72,2,0,44,30,10,-7,C♯/D♭,4,53C1cEmECQhFybYyArzBBO,"6 Cell Phones",USA2P1400687,yes
802,"Triple Double","French Montana, Mac Miller, Curren$y",81,3A,85,2026-08-08,03:47,37,"hip hop, pop rap, rap, southern hip hop, trap, pittsburgh rap","","Mac & Cheese 3",2012-11-20,49,40,0,57,30,40,-4,A#/B♭ minor,4,3HSWza0Gz15Ungnd4m4lMo,"Zaine Records",USUYG1340560,yes
803,"Don't Know (feat. Mac Miller)","Boaz, Mac Miller",148,4B,85,2026-08-08,03:28,0,"hip hop, pittsburgh rap, rap","","Intuition",2014-10-21,72,24,0,90,0,10,-4,G#/A♭,4,7CbFvARJsn1pulwmG2vP1P,"Rostrum Records",QMLD61400005,yes
804,"Piñata","Freddie Gibbs, Madlib, Domo Genesis, G-Wiz, Casey Veggies, Sulaiman, Meechy Darko, Mac Miller",161,9B,80,2026-08-08,08:33,26,"jazz rap, alternative hip hop, experimental hip hop, plunderphonics, new jack swing, hip hop, pittsburgh rap, rap","","Piñata (Deluxe Edition)",2021-02-26,50,5,0,17,50,60,-10,G,4,0nYgL4RfZtFXBuqz6uLYWC,"Madlib Invazion",US2S71422017,yes
805,"I Just Wanna","Chief Keef, Mac Miller",120,3B,53,2026-08-08,05:17,42,"chicago drill, drill, hip hop, pittsburgh rap, rap","","Bang 3",2015-08-04,65,3,0,37,40,10,-8,C♯/D♭,4,0THWgS3TxJxIsMYYsCX2yB,"FilmOn Music",USQY51590811,yes
806,"The Law (feat. Mac Miller & Rapsody)","Ab-Soul, Mac Miller, Rapsody",140,12A,64,2026-08-08,05:29,53,"conscious hip hop, hip hop, rap, underground hip hop, pittsburgh rap","","Do What Thou Wilt.",2016-12-09,74,25,0,70,30,10,-7,C♯/D♭ minor,4,17vQTNbvhpvi92qOnDOFHB,"Top Dawg Entertainment",TCACU1631327,yes
807,"Wanders of the Mind (feat. Mac Miller)","The Internet, Mac Miller",120,3A,40,2026-08-08,04:26,46,"alternative r&b, neo soul, hip hop, pittsburgh rap, rap","","Feel Good",2013-09-23,43,61,0,18,0,0,-12,A#/B♭ minor,4,6AwPKRtPVzzp2CLHYWCcNy,"Odd Future",USQX91301743,yes
808,"Coming Back (feat. Mac Miller)","Domo Genesis, Mac Miller",89,9A,72,2026-08-08,02:41,53,"hip hop, pittsburgh rap, rap","","Genesis",2016-03-25,51,16,0,59,40,60,-9,E minor,4,1WsRuvitfegWXQJKRgRZrj,"Odd Future",USQX91600318,yes
809,"Siento","Árbol",94,8A,82,2026-08-08,03:05,18,"argentine rock","","Árbol",1999-01-01,48,0,0,53,10,30,-5,A minor,4,0BnIvXgsS28TOzuXk4sC8a,"Surco",ARF149900128,no
810,"Gente","Árbol",150,11B,97,2026-08-08,02:55,11,"argentine rock","","Árbol",1999-01-01,29,0,0,44,10,0,-3,A,4,1kMfe5c0cPkJVy1ifeVg9E,"Surco",ARF149900132,no
811,"X","Árbol",80,8B,71,2026-08-08,04:10,10,"argentine rock","","Árbol",1999-01-01,46,1,0,23,0,20,-7,C,4,522bdMlC0QGy3RmyBR6mfs,"Surco",ARF149900134,no
812,"Rosita","Árbol",114,8B,58,2026-08-08,04:07,23,"argentine rock","","Árbol",1999-01-01,76,33,1,18,0,10,-6,C,4,1097FrolUjGCY9qn9HnmQO,"Surco",USUL19900365,no
813,"Cuatro Cuervos","Árbol",115,12B,57,2026-08-08,05:47,9,"argentine rock","","Árbol",1999-01-01,53,0,1,66,0,10,-8,E,4,7FpLV1J5pI7Q6LBMmyJtaR,"Surco",ARF149900140,no
814,"Jardín Frenético","Árbol",171,3B,93,2026-08-08,04:28,10,"argentine rock","","Árbol",1999-01-01,37,1,0,7,40,10,-6,C♯/D♭,4,2rc2V9sagIHxaB3tq0reUb,"Surco",ARF149900141,no
815,"La Nena Monstruo","Árbol",157,9B,86,2026-08-08,03:09,31,"argentine rock","","Chapusong",2002-01-01,59,3,0,81,0,0,-4,G,4,3T9ypf50ixaoxwZfhlj13S,"Surco",ARF140200087,yes
816,"Esperar","Árbol",137,9B,60,2026-08-08,04:34,25,"argentine rock","","Chapusong",2002-01-01,54,2,0,54,0,0,-5,G,4,53GCO4mNsY4UFW9g9PQhcK,"Surco",ARF140200089,yes
817,"Chapusongs","Árbol",143,5B,92,2026-08-08,02:22,22,"argentine rock","","Chapusong",2002-01-01,65,67,0,84,10,10,-5,D#/E♭,4,7vFg9xUgVzf9q3mjAyAdu0,"Surco",ARF140200090,yes
818,"Ya Me Voy","Árbol",98,6B,53,2026-08-08,02:55,26,"argentine rock","","Chapusong",2002-01-01,76,20,0,34,20,10,-7,A#/B♭,4,2ZHQELps4uCSnfgMelvIBe,"Surco",ARF140200098,yes
819,"Canciones","Árbol",148,10B,83,2026-08-08,02:19,33,"argentine rock","","GUAU!",2005-01-01,61,9,0,96,0,10,-2,D,4,2FBAM2dVhCex33z30YA7hV,"Surco",USUM70506648,no
820,"Lloro","Árbol",81,11B,54,2026-08-08,03:08,30,"argentine rock","","GUAU!",2005-01-01,72,1,2,49,0,10,-6,A,4,5C7dcSwhowL0092UfthqK5,"Surco",USUM70506649,no
821,"Comida Chatarra","Árbol",143,7B,73,2026-08-08,02:09,28,"argentine rock","","GUAU!",2005-01-01,51,13,0,66,10,20,-3,F,4,3sFa7aofqqDAnbUvaJsVz3,"Surco",USUM70506654,no
822,"No Me Ofendas","Árbol",162,10B,98,2026-08-08,03:07,14,"argentine rock","","Hormigas",2007-11-11,61,0,0,67,10,0,-4,D,4,4Q2JDTO8MzjCVZAWYvwekz,"Pop Art",ARF470700317,no
823,"Memoria","Árbol, Fernando Ruíz Díaz",120,11B,51,2026-08-08,02:56,28,"argentine rock","","Hormigas",2007-11-11,73,3,0,54,0,30,-6,A,3,1GuSpisfAR0ANeGnzrc0gr,"Pop Art",ARF470700319,no
824,"El Campo Sin Fin","Árbol",138,7B,73,2026-08-08,04:19,12,"argentine rock","","Hormigas",2007-11-11,74,0,0,88,0,0,-6,F,4,5UPrXaWdH1hkcbeLqfrQqw,"Pop Art",ARF470700320,no
825,"Mirá Vos","Árbol, Los Tipitos",120,2B,36,2026-08-08,03:43,24,"argentine rock","","Hormigas",2007-11-11,82,62,0,31,0,10,-8,F#/G♭,4,5t3aDv1RqbeXIKn915RQEz,"Pop Art",ARF470700324,no
826,"Tiquitiquitiqui","Árbol",185,4B,96,2026-08-08,01:28,12,"argentine rock","","Hormigas",2007-11-11,43,1,0,68,30,20,-4,G#/A♭,4,03XxpxfAu3AtYFwWd44uCW,"Pop Art",ARF470700325,no
827,"El sábado en Ramos","Árbol",130,8B,95,2026-08-08,03:10,9,"argentine rock","","No Me Etiquetes",2010-12-03,65,0,0,83,0,20,-5,C,4,2LvrTjdCXPli0WkXaqrWTu,"Pop Art",ARF470900174,no
828,"El viaje de mi vida","Árbol",166,10B,92,2026-08-08,02:29,20,"argentine rock","","No Me Etiquetes",2010-12-03,57,4,0,76,0,0,-4,D,4,6gx8Behz5tceczOpaXy9wk,"Pop Art",ARF470900177,no
829,"Abuela","Árbol",74,7B,28,2026-08-08,01:38,6,"argentine rock","","No Me Etiquetes",2010-12-03,69,88,4,21,0,60,-16,F,4,39XpkTRdFG4N5Hr4RLN8LX,"Pop Art",ARF470900185,no
830,"Ninja","Árbol",67,8B,84,2026-08-08,03:10,6,"argentine rock","","Hongo",2022-09-23,52,0,0,87,0,30,-5,C,3,2Mn7Hij7jZNxS8ddFyAILz,"Árbol",ARN732200001,no
831,"Un Color","Árbol",90,9B,68,2026-08-08,03:12,18,"argentine rock","","Hongo",2022-09-23,53,2,0,89,10,20,-5,G,4,5G2v9fyDWYApAsqYQ5Hzon,"Árbol",ARN732200008,no
832,"Mi novia se cayó en un pozo ciego","Árbol",194,9B,94,2026-08-08,02:20,4,"argentine rock","","Mi novia se cayó en un pozo ciego (LFC)",2010-12-14,51,7,0,91,10,50,-4,G,4,3nk60JhnwYwSuG2aGWQfkE,"Pop Art",ARF470900201,no
833,"Pequeños Sueños (Feat. Natalie Perez)","Árbol, Natalie Perez",164,12B,93,2026-08-08,03:50,27,"argentine rock","","Pequeños Sueños (Feat. Natalie Perez)",2020-08-14,44,0,0,81,0,30,-5,E,4,2UivQh2IhQJ916OPqxptcz,"árbol",QZHZ62009140,no
